,x,y,elevation,demand,tw a,tw b,s,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,40.44629402,-79.98551612,304.6047058,10.0,53.0,111.0,5.0,0.805,1.856,1.941,0.635,2.445,0.19,1.422,3.202,1.603,0.147,0.0,0.143,2.346,2.88,2.291,0.943,2.893,1.918,1.689,1.602,0.63,1.07,3.182,1.28,1.794,2.255,1.366,0.546,0.367,1.116,2.294,0.243,1.606,2.342,2.02,2.811,1.5,3.194,1.751,0.897,2.511,2.233,1.216,1.729,1.339,2.137,0.844,1.276,1.517,1.896,3.037,1.411,1.512,0.979,2.927,1.766,0.57,1.497,3.161,2.224,0.925,3.235,0.715,1.698,3.11,1.583,2.054,0.662,2.242,3.134,2.524,1.631,3.157,0.334,0.457,2.55,0.599,1.762,1.504,1.035,1.197,1.079,1.512,0.097,2.596,1.168,2.123,2.34,2.461,1.051,1.503,3.083,1.255,0.368,1.294,1.376,3.16,1.59,2.957,2.072,1.978
11,40.44546778,-79.98453824,314.602478,6.0,37.0,57.0,5.0,0.737,1.713,1.798,0.594,2.37,0.122,1.347,3.059,1.46,0.344,0.143,0.0,2.203,2.737,2.148,0.747,2.75,1.775,1.546,1.287,0.401,0.927,3.039,1.137,1.651,2.112,1.05,0.505,0.224,0.974,2.151,0.263,1.463,2.2,1.877,2.668,1.184,3.051,1.608,0.829,2.369,2.091,0.901,1.586,1.196,1.995,0.614,1.134,1.201,1.754,2.894,1.096,1.197,0.784,2.785,1.623,0.427,1.182,3.018,2.081,0.857,3.092,0.647,1.555,2.968,1.268,1.912,0.594,2.1,2.991,2.381,1.488,3.014,0.266,0.389,2.407,0.456,1.619,1.189,0.719,0.882,0.763,1.197,0.129,2.453,0.853,1.981,2.197,2.319,0.908,1.361,2.94,0.94,0.3,1.152,1.233,3.018,1.274,2.814,1.929,1.835
12,40.43945505,-79.97399167,255.3105316,12.0,54.0,97.0,5.0,2.185,0.852,0.652,2.279,1.802,2.156,1.494,2.198,1.262,2.181,2.346,2.203,0.0,1.184,0.853,1.248,1.196,2.495,1.849,1.741,1.575,1.741,1.243,1.857,1.888,1.123,1.255,1.902,1.639,1.871,0.855,1.787,2.183,1.412,1.334,1.114,1.357,1.826,2.505,1.329,0.962,1.102,1.438,1.119,1.911,0.72,1.307,1.853,1.406,2.473,1.556,1.3,1.933,1.212,1.231,1.263,1.462,1.719,1.299,1.093,1.95,1.713,1.464,1.859,1.414,1.472,1.179,1.948,1.051,1.766,0.974,2.208,1.297,1.947,1.72,1.132,1.63,2.516,1.925,1.17,1.086,1.201,1.703,2.03,3.173,1.291,1.195,0.901,0.75,1.94,1.736,1.39,1.144,2.015,1.871,1.953,1.364,1.479,1.296,0.654,1.292
13,40.440482,-79.96544641,310.9172058,14.0,20.0,41.0,5.0,2.72,0.745,1.192,2.813,0.368,2.685,1.459,0.536,1.704,2.715,2.88,2.737,1.184,0.0,0.618,2.177,0.401,1.562,1.702,1.805,2.232,1.726,0.405,1.42,1.087,0.474,1.537,2.559,2.296,1.721,0.621,2.455,1.369,1.177,1.1,0.319,2.087,0.742,1.973,2.66,0.986,0.505,1.652,1.078,1.803,0.603,2.308,1.519,1.387,1.54,0.472,1.542,1.774,2.214,0.047,1.116,2.108,1.96,0.133,0.858,2.691,0.563,2.654,1.712,0.264,1.32,0.944,2.689,0.817,0.682,0.998,1.249,0.393,2.605,2.622,0.151,2.276,1.984,1.767,1.764,1.703,1.733,1.767,2.601,0.711,1.644,0.96,0.667,0.774,1.789,1.239,0.306,1.648,2.673,1.501,1.461,0.383,1.314,0.341,0.53,1.058
14,40.44120342,-79.96969897,321.3596802,5.0,29.0,92.0,5.0,2.13,0.414,0.861,2.224,0.581,2.096,0.869,1.12,1.114,2.126,2.291,2.148,0.853,0.618,0.0,1.588,0.63,0.972,1.272,1.375,1.678,1.179,0.618,0.99,0.497,0.253,1.108,2.005,1.742,1.174,0.03,1.907,0.78,0.588,0.51,0.548,1.658,0.955,1.383,2.071,0.249,0.231,1.223,0.649,1.213,0.311,1.719,0.93,0.957,0.951,0.685,1.113,1.345,1.625,0.665,0.686,1.554,1.53,0.6,0.222,2.102,1.147,2.064,1.282,0.848,0.89,0.355,2.1,0.18,0.895,0.262,0.66,0.593,2.05,2.068,0.527,1.722,1.395,1.337,1.334,1.274,1.304,1.338,2.053,0.796,1.214,0.371,0.078,0.199,1.242,0.649,0.519,1.218,2.118,0.912,0.872,0.596,0.884,0.426,0.199,0.468
15,40.44252983,-79.98097627,294.3123779,11.0,30.0,109.0,5.0,0.53,1.291,1.376,0.624,1.88,0.591,0.857,2.588,1.038,0.725,0.943,0.747,1.248,2.177,1.588,0.0,2.328,1.353,1.124,0.881,0.304,0.6,2.618,0.715,1.229,1.69,0.458,0.631,0.369,0.729,1.729,0.645,1.041,1.778,1.455,2.246,0.543,2.629,1.364,0.609,1.947,1.669,0.495,1.164,0.769,2.009,0.274,0.712,0.608,1.332,2.472,0.503,0.791,0.036,2.363,0.879,0.32,0.777,2.596,1.659,0.64,2.67,0.602,1.133,2.546,0.675,1.49,0.638,1.678,2.569,1.959,1.066,2.592,0.685,0.858,2.225,0.753,1.375,0.784,0.078,0.289,0.192,0.791,0.768,2.031,0.282,1.559,1.775,1.897,0.798,0.939,2.518,0.347,0.753,0.73,0.812,2.596,0.682,2.392,1.896,1.413
16,40.4412502,-79.96895321,341.1763,12.0,65.0,119.0,5.0,2.732,0.758,1.204,2.826,0.336,2.697,1.471,0.689,1.716,2.728,2.893,2.75,1.196,0.401,0.63,2.328,0.0,1.634,1.676,1.779,2.339,1.7,0.214,1.394,1.159,0.569,1.512,2.667,2.404,1.695,0.693,2.429,1.441,1.25,1.172,0.142,2.061,0.838,2.251,2.733,0.911,0.601,1.626,1.053,1.875,0.607,2.381,1.592,1.361,1.613,0.568,1.516,1.749,2.287,0.572,1.09,2.216,1.934,0.482,0.61,2.764,0.879,2.726,1.686,0.691,1.294,1.017,2.762,0.649,0.778,0.924,1.322,0.353,2.712,2.73,0.37,2.384,2.262,1.741,1.738,1.677,1.707,1.741,2.575,0.81,1.618,1.033,0.74,0.747,1.763,1.311,0.313,1.622,2.78,1.574,1.534,0.315,1.288,0.436,0.602,1.13
17,40.44681856,-79.96784849,299.5,6.0,13.0,42.0,5.0,1.757,1.22,1.304,1.85,1.227,1.722,0.496,1.235,0.94,1.753,1.918,1.775,2.495,1.562,0.972,1.353,1.634,0.0,1.333,1.62,1.442,0.944,1.265,0.924,0.475,0.976,1.656,1.769,1.507,0.938,1.016,1.672,0.312,0.425,0.502,1.533,1.79,1.276,0.916,1.836,1.233,0.955,1.086,1.373,0.978,1.295,1.484,0.921,1.681,0.021,1.119,1.837,1.234,1.389,1.333,1.41,1.319,1.324,1.243,0.946,1.867,1.317,1.829,1.342,1.832,1.614,0.776,1.865,0.964,1.216,1.246,0.312,1.239,1.815,1.833,1.511,1.487,0.927,1.226,1.325,1.487,1.369,1.44,1.818,0.678,1.357,0.845,1.062,1.183,1.007,0.475,1.165,1.545,1.883,0.677,0.541,1.243,1.608,1.039,1.183,0.533
18,40.44281793,-79.97266132,311.8711243,10.0,45.0,108.0,5.0,1.528,0.858,0.943,1.621,1.492,1.499,0.837,2.204,0.086,1.524,1.689,1.546,1.849,1.702,1.272,1.124,1.676,1.333,0.0,1.149,1.221,0.715,1.529,0.409,0.703,1.164,1.19,1.548,1.285,0.709,1.203,1.443,1.021,1.007,0.929,1.72,1.561,2.302,1.344,1.606,1.421,1.142,0.641,0.731,0.749,1.482,1.254,0.692,1.039,1.005,2.145,1.194,0.763,1.16,1.837,0.768,1.097,0.853,1.511,1.133,1.638,2.319,1.6,0.1,2.019,0.972,0.964,1.636,1.152,2.242,1.433,0.714,1.504,1.593,1.611,1.698,1.265,1.355,0.755,1.096,1.355,0.878,0.969,1.589,1.704,1.028,1.033,1.249,1.371,0.778,0.551,1.43,1.3,1.661,0.71,0.792,1.507,0.966,1.337,1.37,0.887
19,40.44192235,-79.97703574,324.6157837,9.0,30.0,106.0,5.0,1.285,0.961,1.046,1.379,1.912,1.25,1.124,2.307,1.063,1.264,1.602,1.287,1.741,1.805,1.375,0.881,1.779,1.62,1.149,0.0,0.911,0.725,1.766,0.74,1.187,1.646,0.486,1.238,0.975,0.97,1.378,1.132,1.165,1.491,1.413,1.637,0.907,2.752,1.605,1.312,1.485,1.625,0.368,0.834,0.893,1.242,0.96,0.835,0.418,1.455,2.596,0.491,0.498,0.606,1.754,0.689,0.807,0.31,1.822,1.616,1.343,2.236,1.305,1.158,1.937,0.485,1.448,1.341,1.574,2.692,1.497,1.19,1.82,1.283,1.561,1.655,0.975,1.616,0.471,0.442,0.652,0.411,0.166,1.367,2.154,0.322,1.517,1.424,1.273,1.039,1.035,1.913,0.596,1.351,0.853,0.935,1.887,0.492,1.819,1.177,1.371
20,40.44375131,-79.9829477,303.946991,14.0,41.0,107.0,5.0,0.607,1.388,1.473,0.416,1.969,0.279,0.946,2.678,1.135,0.67,0.63,0.401,1.575,2.232,1.678,0.304,2.339,1.442,1.221,0.911,0.0,0.554,2.708,0.812,1.319,1.78,0.736,0.327,0.351,0.648,1.82,0.664,1.132,1.868,1.546,2.337,0.87,2.72,1.283,0.678,2.037,1.759,0.586,1.26,0.871,1.669,0.448,0.808,0.887,1.422,2.563,0.781,0.882,0.341,2.453,1.298,0.265,0.867,2.687,1.75,0.716,2.761,0.507,1.23,2.636,0.953,1.58,0.444,1.768,2.659,2.05,1.157,2.682,0.373,0.39,2.315,0.44,1.294,0.874,0.405,0.567,0.449,0.882,0.456,2.122,0.538,1.649,1.866,1.987,0.717,1.029,2.609,0.625,0.441,0.826,0.902,2.686,0.96,2.482,1.987,1.504
21,40.44590363,-79.97746062,307.7341614,10.0,38.0,101.0,5.0,1.16,0.882,0.967,0.969,1.47,1.049,0.447,2.228,0.629,0.905,1.07,0.927,1.741,1.726,1.179,0.6,1.7,0.944,0.715,0.725,0.554,0.0,2.208,0.306,0.819,1.28,0.912,0.881,0.618,0.142,1.32,0.754,0.632,1.368,1.046,1.837,1.046,2.22,0.777,1.092,1.537,1.259,0.468,0.754,0.365,1.163,0.74,0.302,1.063,0.922,2.063,0.957,0.59,0.646,1.953,0.792,0.43,0.68,2.187,1.25,1.123,2.261,1.06,0.724,2.136,0.996,1.08,0.997,1.268,2.16,1.55,0.657,2.183,0.926,0.944,1.575,0.598,0.788,0.582,0.581,0.743,0.625,0.756,1.009,1.622,0.606,1.149,1.366,1.487,0.211,0.529,2.109,0.801,0.994,0.32,0.402,2.186,0.99,1.983,1.098,1.004
22,40.44179186,-79.96676759,343.4721069,9.0,14.0,37.0,5.0,3.022,0.805,1.251,3.115,0.037,2.987,1.761,0.39,1.443,3.017,3.182,3.039,1.243,0.405,0.618,2.618,0.214,1.265,1.529,1.766,2.708,2.208,0.0,1.489,0.827,0.356,1.607,2.334,2.071,1.503,0.616,2.236,1.576,0.917,0.84,0.237,2.156,0.624,2.037,2.4,0.885,0.387,1.722,1.148,1.542,0.702,2.048,1.259,1.456,1.286,0.354,1.611,1.844,1.954,0.358,1.185,1.883,2.029,0.268,0.396,2.431,0.666,2.393,1.539,0.669,1.389,0.684,2.429,0.435,0.564,0.898,0.989,0.139,2.379,2.397,0.465,2.051,2.048,1.836,1.889,1.772,1.803,1.836,2.383,0.596,1.713,0.7,0.714,0.842,1.571,0.978,0.099,1.717,2.447,1.241,1.201,0.101,1.383,0.223,0.697,0.797
23,40.44430637,-79.97504907,302.1879272,14.0,35.0,116.0,5.0,1.119,0.576,0.661,1.213,1.236,1.091,0.428,1.922,0.323,1.115,1.28,1.137,1.857,1.42,0.99,0.715,1.394,0.924,0.409,0.74,0.812,0.306,1.489,0.0,0.447,0.908,0.907,1.139,0.876,0.301,0.947,1.035,0.613,0.751,0.673,1.464,1.152,2.2,0.935,1.198,1.165,0.887,0.232,0.448,0.341,0.857,0.846,0.283,0.757,0.903,2.044,0.912,0.354,0.752,1.581,0.486,0.688,0.445,1.255,0.877,1.229,2.063,1.192,0.418,1.764,0.69,0.708,1.227,0.896,2.14,1.177,0.458,1.248,1.185,1.202,1.27,0.856,0.946,0.347,0.687,1.073,0.469,0.561,1.181,1.602,0.62,0.777,0.993,0.888,0.369,0.295,1.174,1.018,1.253,0.301,0.383,1.252,0.684,1.081,0.792,0.631
24,40.44423998,-79.97141639,317.9960938,6.0,40.0,90.0,5.0,1.633,0.883,0.981,1.726,0.789,1.598,0.372,1.589,0.617,1.629,1.794,1.651,1.888,1.087,0.497,1.229,1.159,0.475,0.703,1.187,1.319,0.819,0.827,0.447,0.0,0.461,1.228,1.507,1.245,0.676,0.5,1.41,0.282,0.304,0.226,1.017,1.527,1.164,0.886,1.573,0.718,0.44,0.679,0.769,0.716,0.78,1.221,0.433,1.077,0.454,0.894,1.233,0.801,1.127,1.134,0.806,1.056,0.892,0.808,0.43,1.605,1.616,1.567,0.712,1.317,1.01,0.261,1.603,0.449,1.104,0.73,0.162,0.801,1.553,1.57,0.996,1.225,0.897,0.793,1.062,1.225,1.106,1.008,1.556,1.153,1.094,0.33,0.546,0.668,0.745,0.152,0.727,1.338,1.621,0.415,0.375,0.805,1.004,0.634,0.667,0.184
25,40.4433666,-79.96799149,322.0563049,14.0,21.0,88.0,5.0,2.094,0.685,1.132,2.187,0.318,2.059,0.833,0.44,1.078,2.09,2.255,2.112,1.123,0.474,0.253,1.69,0.569,0.976,1.164,1.646,1.78,1.28,0.356,0.908,0.461,0.0,1.379,1.968,1.705,1.137,0.25,1.871,0.743,0.551,0.474,0.593,1.928,0.693,1.347,2.034,0.52,0.021,1.14,0.92,1.177,0.582,1.682,0.894,1.228,0.915,0.423,1.383,1.262,1.588,0.427,0.957,1.517,1.353,0.337,0.031,2.066,0.734,2.028,1.173,1.119,1.161,0.319,2.064,0.07,0.633,0.532,0.623,0.33,2.014,2.031,0.798,1.685,1.358,1.254,1.523,1.544,1.574,1.608,2.017,0.534,1.485,0.334,0.348,0.47,1.205,0.613,0.256,1.489,2.082,0.875,0.836,0.334,1.155,0.163,0.469,0.432
26,40.44046671,-79.97925279,297.9623718,12.0,47.0,96.0,5.0,1.002,0.693,0.778,1.095,1.644,1.014,1.16,2.039,1.104,1.028,1.366,1.05,1.255,1.537,1.108,0.458,1.512,1.656,1.19,0.486,0.736,0.912,1.607,0.907,1.228,1.379,0.0,1.063,0.8,1.032,1.111,0.948,1.344,1.532,1.454,1.369,0.55,2.081,1.666,0.716,1.217,1.357,0.554,0.566,1.072,0.975,0.468,1.014,0.151,1.635,1.811,0.045,0.656,0.373,1.486,0.422,0.623,0.641,1.554,1.348,1.111,1.968,1.074,1.199,1.669,0.218,1.434,1.109,1.306,2.021,1.229,1.239,1.552,1.108,1.33,1.387,0.791,1.678,0.648,0.331,0.166,0.362,0.448,1.192,2.334,0.325,1.45,1.157,1.005,1.101,1.076,1.645,0.11,1.176,1.033,1.114,1.619,0.224,1.552,0.909,1.412
27,40.44299771,-79.98668609,285.7592468,6.0,21.0,67.0,5.0,0.28,1.715,1.8,0.176,2.296,0.383,1.273,3.005,1.462,0.693,0.546,0.505,1.902,2.559,2.005,0.631,2.667,1.769,1.548,1.238,0.327,0.881,2.334,1.139,1.507,1.968,1.063,0.0,0.455,0.975,2.147,0.829,1.459,2.195,1.873,2.664,1.197,3.047,1.61,0.438,2.364,2.086,0.913,1.588,1.198,1.996,0.569,1.135,1.214,1.749,2.89,1.108,1.209,0.704,2.78,1.625,0.592,1.194,3.014,2.077,0.389,3.088,0.18,1.557,2.963,1.28,1.907,0.204,2.095,2.986,2.377,1.484,3.009,0.433,0.185,2.642,0.544,1.621,1.201,0.732,0.894,0.776,1.209,0.621,2.449,0.865,1.976,2.193,2.314,1.044,1.356,2.936,0.952,0.366,1.153,1.229,3.013,1.287,2.81,2.314,1.831
28,40.44483353,-79.98294244,319.9286804,11.0,53.0,78.0,5.0,0.762,1.452,1.537,0.583,2.034,0.271,1.011,2.742,1.199,0.466,0.367,0.224,1.639,2.296,1.742,0.369,2.404,1.507,1.285,0.975,0.351,0.618,2.071,0.876,1.245,1.705,0.8,0.455,0.0,0.713,1.884,0.375,1.196,1.933,1.61,2.401,0.934,2.784,1.347,0.773,2.102,1.824,0.65,1.325,0.935,1.734,0.513,0.873,0.951,1.487,2.627,0.846,0.946,0.405,2.518,1.362,0.201,0.931,2.751,1.814,0.804,2.825,0.711,1.294,2.701,1.018,1.645,0.648,1.833,2.724,2.114,1.221,2.747,0.356,0.406,2.38,0.1,1.358,0.939,0.469,0.632,0.513,0.946,0.354,2.186,0.603,1.714,1.93,2.052,0.755,1.094,2.673,0.69,0.424,0.891,0.966,2.751,1.024,2.547,2.051,1.568
29,40.44636013,-79.97620078,314.2526855,15.0,63.0,112.0,5.0,1.255,0.877,0.961,1.064,1.465,0.927,0.442,2.223,0.624,0.951,1.116,0.974,1.871,1.721,1.174,0.729,1.695,0.938,0.709,0.97,0.648,0.142,1.503,0.301,0.676,1.137,1.032,0.975,0.713,0.0,1.315,0.871,0.627,1.363,1.041,1.832,1.166,2.215,0.634,1.212,1.532,1.254,0.463,0.749,0.222,1.158,0.86,0.361,1.057,0.917,2.058,1.213,0.585,0.766,1.948,0.787,0.525,0.675,2.182,1.245,1.243,2.256,1.155,0.719,2.131,0.991,1.075,1.092,1.263,2.154,1.545,0.652,2.177,1.021,1.039,1.57,0.693,0.645,0.577,0.701,0.864,0.745,0.791,1.017,1.617,0.733,1.144,1.361,1.482,0.036,0.524,2.104,0.922,1.089,0.379,0.397,2.181,0.984,1.977,1.093,0.999
